date,age,account,old_balance,new_balance,amount,type,message
2055-03-31,80,ma,816578.91,818878.83,2299.92,inflow,ma-Allocation for ma at age 80-2299.92
2055-03-31,80,ra,420113.9,420332.94,219.04,inflow,ra-Allocation for ra at age 80-219.04
2055-03-31,80,excess,330482.5,331412.5,930.0,inflow,excess-cpf_payout_80-930.00
2055-04-30,80,oa,67172.09,67391.13,219.04,inflow,oa-Allocation for oa at age 80-219.04
2055-04-30,80,ma,818878.83,821178.75,2299.92,inflow,ma-Allocation for ma at age 80-2299.92
2055-04-30,80,ra,420332.94,420551.98,219.04,inflow,ra-Allocation for ra at age 80-219.04
2055-04-30,80,excess,331412.5,332342.5,930.0,inflow,excess-cpf_payout_80-930.00
2055-05-31,80,oa,67391.13,67610.17,219.04,inflow,oa-Allocation for oa at age 80-219.04
2055-05-31,80,ma,821178.75,823478.67,2299.92,inflow,ma-Allocation for ma at age 80-2299.92
2055-05-31,80,ra,420551.98,420771.02,219.04,inflow,ra-Allocation for ra at age 80-219.04
2055-05-31,80,excess,332342.5,333272.5,930.0,inflow,excess-cpf_payout_80-930.00
2055-06-30,80,oa,67610.17,67829.21,219.04,inflow,oa-Allocation for oa at age 80-219.04
2055-06-30,80,ma,823478.67,825778.59,2299.92,inflow,ma-Allocation for ma at age 80-2299.92
2055-06-30,80,ra,420771.02,420990.06,219.04,inflow,ra-Allocation for ra at age 80-219.04
2055-06-30,80,excess,333272.5,334202.5,930.0,inflow,excess-cpf_payout_80-930.00
2055-07-31,81,oa,67829.21,68048.25,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-07-31,81,ma,825778.59,828078.51,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-07-31,81,ra,420990.06,421209.1,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-07-31,81,excess,334202.5,335132.5,930.0,inflow,excess-cpf_payout_81-930.00
2055-08-31,81,oa,68048.25,68267.29,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-08-31,81,ma,828078.51,830378.43,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-08-31,81,ra,421209.1,421428.14,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-08-31,81,excess,335132.5,336062.5,930.0,inflow,excess-cpf_payout_81-930.00
2055-09-30,81,oa,68267.29,68486.33,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-09-30,81,ma,830378.43,832678.35,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-09-30,81,ra,421428.14,421647.18,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-09-30,81,excess,336062.5,336992.5,930.0,inflow,excess-cpf_payout_81-930.00
2055-10-31,81,oa,68486.33,68705.37,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-10-31,81,ma,832678.35,834978.27,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-10-31,81,ra,421647.18,421866.22,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-10-31,81,excess,336992.5,337922.5,930.0,inflow,excess-cpf_payout_81-930.00
2055-11-30,81,oa,68705.37,68924.41,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-11-30,81,ma,834978.27,837278.19,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-11-30,81,ra,421866.22,422085.26,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-11-30,81,excess,337922.5,338852.5,930.0,inflow,excess-cpf_payout_81-930.00
2055-12-31,81,oa,68924.41,69143.45,219.04,inflow,oa-Allocation for oa at age 81-219.04
2055-12-31,81,ma,837278.19,839578.11,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2055-12-31,81,ra,422085.26,422304.3,219.04,inflow,ra-Allocation for ra at age 81-219.04
2055-12-31,81,oa,69143.45,69373.93,230.48,inflow,oa-Interest for ra at age 81-230.48
2055-12-31,81,ma,839578.11,842376.7,2798.59,inflow,ma-Interest for ra at age 81-2798.59
2055-12-31,81,ra,422304.3,423711.98,1407.68,inflow,ra-Interest for ra at age 81-1407.68
2055-12-31,81,ra,423711.98,423761.98,50.0,inflow,ra-Extra Interest for ra at age 81-50.00
2055-12-31,81,excess,338852.5,339782.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-01-31,81,oa,69373.93,69592.97,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-01-31,81,ma,842376.7,844676.62,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-01-31,81,ra,423761.98,423981.02,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-01-31,81,excess,339782.5,340712.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-02-29,81,oa,69592.97,69812.01,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-02-29,81,ma,844676.62,846976.54,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-02-29,81,ra,423981.02,424200.06,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-02-29,81,excess,340712.5,341642.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-03-31,81,oa,69812.01,70031.05,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-03-31,81,ma,846976.54,849276.46,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-03-31,81,ra,424200.06,424419.1,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-03-31,81,excess,341642.5,342572.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-04-30,81,oa,70031.05,70250.09,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-04-30,81,ma,849276.46,851576.38,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-04-30,81,ra,424419.1,424638.14,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-04-30,81,excess,342572.5,343502.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-05-31,81,oa,70250.09,70469.13,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-05-31,81,ma,851576.38,853876.3,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-05-31,81,ra,424638.14,424857.18,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-05-31,81,excess,343502.5,344432.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-06-30,81,oa,70469.13,70688.17,219.04,inflow,oa-Allocation for oa at age 81-219.04
2056-06-30,81,ma,853876.3,856176.22,2299.92,inflow,ma-Allocation for ma at age 81-2299.92
2056-06-30,81,ra,424857.18,425076.22,219.04,inflow,ra-Allocation for ra at age 81-219.04
2056-06-30,81,excess,344432.5,345362.5,930.0,inflow,excess-cpf_payout_81-930.00
2056-07-31,82,oa,70688.17,70907.21,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-07-31,82,ma,856176.22,858476.14,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-07-31,82,ra,425076.22,425295.26,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-07-31,82,excess,345362.5,346292.5,930.0,inflow,excess-cpf_payout_82-930.00
2056-08-31,82,oa,70907.21,71126.25,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-08-31,82,ma,858476.14,860776.06,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-08-31,82,ra,425295.26,425514.3,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-08-31,82,excess,346292.5,347222.5,930.0,inflow,excess-cpf_payout_82-930.00
2056-09-30,82,oa,71126.25,71345.29,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-09-30,82,ma,860776.06,863075.98,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-09-30,82,ra,425514.3,425733.34,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-09-30,82,excess,347222.5,348152.5,930.0,inflow,excess-cpf_payout_82-930.00
2056-10-31,82,oa,71345.29,71564.33,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-10-31,82,ma,863075.98,865375.9,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-10-31,82,ra,425733.34,425952.38,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-10-31,82,excess,348152.5,349082.5,930.0,inflow,excess-cpf_payout_82-930.00
2056-11-30,82,oa,71564.33,71783.37,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-11-30,82,ma,865375.9,867675.82,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-11-30,82,ra,425952.38,426171.42,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-11-30,82,excess,349082.5,350012.5,930.0,inflow,excess-cpf_payout_82-930.00
2056-12-31,82,oa,71783.37,72002.41,219.04,inflow,oa-Allocation for oa at age 82-219.04
2056-12-31,82,ma,867675.82,869975.74,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2056-12-31,82,ra,426171.42,426390.46,219.04,inflow,ra-Allocation for ra at age 82-219.04
2056-12-31,82,oa,72002.41,72242.42,240.01,inflow,oa-Interest for ra at age 82-240.01
2056-12-31,82,ma,869975.74,872875.66,2899.92,inflow,ma-Interest for ra at age 82-2899.92
2056-12-31,82,ra,426390.46,427811.76,1421.3,inflow,ra-Interest for ra at age 82-1421.30
2056-12-31,82,ra,427811.76,427861.76,50.0,inflow,ra-Extra Interest for ra at age 82-50.00
2056-12-31,82,excess,350012.5,350942.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-01-31,82,oa,72242.42,72461.46,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-01-31,82,ma,872875.66,875175.58,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-01-31,82,ra,427861.76,428080.8,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-01-31,82,excess,350942.5,351872.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-02-28,82,oa,72461.46,72680.5,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-02-28,82,ma,875175.58,877475.5,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-02-28,82,ra,428080.8,428299.84,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-02-28,82,excess,351872.5,352802.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-03-31,82,oa,72680.5,72899.54,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-03-31,82,ma,877475.5,879775.42,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-03-31,82,ra,428299.84,428518.88,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-03-31,82,excess,352802.5,353732.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-04-30,82,oa,72899.54,73118.58,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-04-30,82,ma,879775.42,882075.34,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-04-30,82,ra,428518.88,428737.92,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-04-30,82,excess,353732.5,354662.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-05-31,82,oa,73118.58,73337.62,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-05-31,82,ma,882075.34,884375.26,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-05-31,82,ra,428737.92,428956.96,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-05-31,82,excess,354662.5,355592.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-06-30,82,oa,73337.62,73556.66,219.04,inflow,oa-Allocation for oa at age 82-219.04
2057-06-30,82,ma,884375.26,886675.18,2299.92,inflow,ma-Allocation for ma at age 82-2299.92
2057-06-30,82,ra,428956.96,429176.0,219.04,inflow,ra-Allocation for ra at age 82-219.04
2057-06-30,82,excess,355592.5,356522.5,930.0,inflow,excess-cpf_payout_82-930.00
2057-07-31,83,oa,73556.66,73775.7,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-07-31,83,ma,886675.18,888975.1,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-07-31,83,ra,429176.0,429395.04,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-07-31,83,excess,356522.5,357452.5,930.0,inflow,excess-cpf_payout_83-930.00
2057-08-31,83,oa,73775.7,73994.74,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-08-31,83,ma,888975.1,891275.02,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-08-31,83,ra,429395.04,429614.08,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-08-31,83,excess,357452.5,358382.5,930.0,inflow,excess-cpf_payout_83-930.00
2057-09-30,83,oa,73994.74,74213.78,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-09-30,83,ma,891275.02,893574.94,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-09-30,83,ra,429614.08,429833.12,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-09-30,83,excess,358382.5,359312.5,930.0,inflow,excess-cpf_payout_83-930.00
2057-10-31,83,oa,74213.78,74432.82,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-10-31,83,ma,893574.94,895874.86,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-10-31,83,ra,429833.12,430052.16,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-10-31,83,excess,359312.5,360242.5,930.0,inflow,excess-cpf_payout_83-930.00
2057-11-30,83,oa,74432.82,74651.86,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-11-30,83,ma,895874.86,898174.78,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-11-30,83,ra,430052.16,430271.2,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-11-30,83,excess,360242.5,361172.5,930.0,inflow,excess-cpf_payout_83-930.00
2057-12-31,83,oa,74651.86,74870.9,219.04,inflow,oa-Allocation for oa at age 83-219.04
2057-12-31,83,ma,898174.78,900474.7,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2057-12-31,83,ra,430271.2,430490.24,219.04,inflow,ra-Allocation for ra at age 83-219.04
2057-12-31,83,oa,74870.9,75120.47,249.57,inflow,oa-Interest for ra at age 83-249.57
2057-12-31,83,ma,900474.7,903476.28,3001.58,inflow,ma-Interest for ra at age 83-3001.58
2057-12-31,83,ra,430490.24,431925.21,1434.97,inflow,ra-Interest for ra at age 83-1434.97
2057-12-31,83,ra,431925.21,431975.21,50.0,inflow,ra-Extra Interest for ra at age 83-50.00
2057-12-31,83,excess,361172.5,362102.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-01-31,83,oa,75120.47,75339.51,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-01-31,83,ma,903476.28,905776.2,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-01-31,83,ra,431975.21,432194.25,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-01-31,83,excess,362102.5,363032.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-02-28,83,oa,75339.51,75558.55,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-02-28,83,ma,905776.2,908076.12,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-02-28,83,ra,432194.25,432413.29,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-02-28,83,excess,363032.5,363962.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-03-31,83,oa,75558.55,75777.59,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-03-31,83,ma,908076.12,910376.04,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-03-31,83,ra,432413.29,432632.33,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-03-31,83,excess,363962.5,364892.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-04-30,83,oa,75777.59,75996.63,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-04-30,83,ma,910376.04,912675.96,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-04-30,83,ra,432632.33,432851.37,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-04-30,83,excess,364892.5,365822.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-05-31,83,oa,75996.63,76215.67,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-05-31,83,ma,912675.96,914975.88,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-05-31,83,ra,432851.37,433070.41,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-05-31,83,excess,365822.5,366752.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-06-30,83,oa,76215.67,76434.71,219.04,inflow,oa-Allocation for oa at age 83-219.04
2058-06-30,83,ma,914975.88,917275.8,2299.92,inflow,ma-Allocation for ma at age 83-2299.92
2058-06-30,83,ra,433070.41,433289.45,219.04,inflow,ra-Allocation for ra at age 83-219.04
2058-06-30,83,excess,366752.5,367682.5,930.0,inflow,excess-cpf_payout_83-930.00
2058-07-31,84,oa,76434.71,76653.75,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-07-31,84,ma,917275.8,919575.72,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-07-31,84,ra,433289.45,433508.49,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-07-31,84,excess,367682.5,368612.5,930.0,inflow,excess-cpf_payout_84-930.00
2058-08-31,84,oa,76653.75,76872.79,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-08-31,84,ma,919575.72,921875.64,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-08-31,84,ra,433508.49,433727.53,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-08-31,84,excess,368612.5,369542.5,930.0,inflow,excess-cpf_payout_84-930.00
2058-09-30,84,oa,76872.79,77091.83,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-09-30,84,ma,921875.64,924175.56,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-09-30,84,ra,433727.53,433946.57,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-09-30,84,excess,369542.5,370472.5,930.0,inflow,excess-cpf_payout_84-930.00
2058-10-31,84,oa,77091.83,77310.87,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-10-31,84,ma,924175.56,926475.48,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-10-31,84,ra,433946.57,434165.61,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-10-31,84,excess,370472.5,371402.5,930.0,inflow,excess-cpf_payout_84-930.00
2058-11-30,84,oa,77310.87,77529.91,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-11-30,84,ma,926475.48,928775.4,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-11-30,84,ra,434165.61,434384.65,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-11-30,84,excess,371402.5,372332.5,930.0,inflow,excess-cpf_payout_84-930.00
2058-12-31,84,oa,77529.91,77748.95,219.04,inflow,oa-Allocation for oa at age 84-219.04
2058-12-31,84,ma,928775.4,931075.32,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2058-12-31,84,ra,434384.65,434603.69,219.04,inflow,ra-Allocation for ra at age 84-219.04
2058-12-31,84,oa,77748.95,78008.11,259.16,inflow,oa-Interest for ra at age 84-259.16
2058-12-31,84,ma,931075.32,934178.9,3103.58,inflow,ma-Interest for ra at age 84-3103.58
2058-12-31,84,ra,434603.69,436052.37,1448.68,inflow,ra-Interest for ra at age 84-1448.68
2058-12-31,84,ra,436052.37,436102.37,50.0,inflow,ra-Extra Interest for ra at age 84-50.00
2058-12-31,84,excess,372332.5,373262.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-01-31,84,oa,78008.11,78227.15,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-01-31,84,ma,934178.9,936478.82,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-01-31,84,ra,436102.37,436321.41,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-01-31,84,excess,373262.5,374192.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-02-28,84,oa,78227.15,78446.19,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-02-28,84,ma,936478.82,938778.74,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-02-28,84,ra,436321.41,436540.45,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-02-28,84,excess,374192.5,375122.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-03-31,84,oa,78446.19,78665.23,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-03-31,84,ma,938778.74,941078.66,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-03-31,84,ra,436540.45,436759.49,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-03-31,84,excess,375122.5,376052.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-04-30,84,oa,78665.23,78884.27,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-04-30,84,ma,941078.66,943378.58,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-04-30,84,ra,436759.49,436978.53,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-04-30,84,excess,376052.5,376982.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-05-31,84,oa,78884.27,79103.31,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-05-31,84,ma,943378.58,945678.5,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-05-31,84,ra,436978.53,437197.57,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-05-31,84,excess,376982.5,377912.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-06-30,84,oa,79103.31,79322.35,219.04,inflow,oa-Allocation for oa at age 84-219.04
2059-06-30,84,ma,945678.5,947978.42,2299.92,inflow,ma-Allocation for ma at age 84-2299.92
2059-06-30,84,ra,437197.57,437416.61,219.04,inflow,ra-Allocation for ra at age 84-219.04
2059-06-30,84,excess,377912.5,378842.5,930.0,inflow,excess-cpf_payout_84-930.00
2059-07-31,85,oa,79322.35,79541.39,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-07-31,85,ma,947978.42,950278.34,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-07-31,85,ra,437416.61,437635.65,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-07-31,85,excess,378842.5,379772.5,930.0,inflow,excess-cpf_payout_85-930.00
2059-08-31,85,oa,79541.39,79760.43,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-08-31,85,ma,950278.34,952578.26,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-08-31,85,ra,437635.65,437854.69,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-08-31,85,excess,379772.5,380702.5,930.0,inflow,excess-cpf_payout_85-930.00
2059-09-30,85,oa,79760.43,79979.47,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-09-30,85,ma,952578.26,954878.18,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-09-30,85,ra,437854.69,438073.73,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-09-30,85,excess,380702.5,381632.5,930.0,inflow,excess-cpf_payout_85-930.00
2059-10-31,85,oa,79979.47,80198.51,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-10-31,85,ma,954878.18,957178.1,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-10-31,85,ra,438073.73,438292.77,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-10-31,85,excess,381632.5,382562.5,930.0,inflow,excess-cpf_payout_85-930.00
2059-11-30,85,oa,80198.51,80417.55,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-11-30,85,ma,957178.1,959478.02,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-11-30,85,ra,438292.77,438511.81,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-11-30,85,excess,382562.5,383492.5,930.0,inflow,excess-cpf_payout_85-930.00
2059-12-31,85,oa,80417.55,80636.59,219.04,inflow,oa-Allocation for oa at age 85-219.04
2059-12-31,85,ma,959478.02,961777.94,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2059-12-31,85,ra,438511.81,438730.85,219.04,inflow,ra-Allocation for ra at age 85-219.04
2059-12-31,85,oa,80636.59,80905.38,268.79,inflow,oa-Interest for ra at age 85-268.79
2059-12-31,85,ma,961777.94,964983.87,3205.93,inflow,ma-Interest for ra at age 85-3205.93
2059-12-31,85,ra,438730.85,440193.29,1462.44,inflow,ra-Interest for ra at age 85-1462.44
2059-12-31,85,ra,440193.29,440243.29,50.0,inflow,ra-Extra Interest for ra at age 85-50.00
2059-12-31,85,excess,383492.5,384422.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-01-31,85,oa,80905.38,81124.42,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-01-31,85,ma,964983.87,967283.79,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-01-31,85,ra,440243.29,440462.33,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-01-31,85,excess,384422.5,385352.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-02-29,85,oa,81124.42,81343.46,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-02-29,85,ma,967283.79,969583.71,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-02-29,85,ra,440462.33,440681.37,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-02-29,85,excess,385352.5,386282.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-03-31,85,oa,81343.46,81562.5,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-03-31,85,ma,969583.71,971883.63,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-03-31,85,ra,440681.37,440900.41,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-03-31,85,excess,386282.5,387212.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-04-30,85,oa,81562.5,81781.54,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-04-30,85,ma,971883.63,974183.55,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-04-30,85,ra,440900.41,441119.45,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-04-30,85,excess,387212.5,388142.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-05-31,85,oa,81781.54,82000.58,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-05-31,85,ma,974183.55,976483.47,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-05-31,85,ra,441119.45,441338.49,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-05-31,85,excess,388142.5,389072.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-06-30,85,oa,82000.58,82219.62,219.04,inflow,oa-Allocation for oa at age 85-219.04
2060-06-30,85,ma,976483.47,978783.39,2299.92,inflow,ma-Allocation for ma at age 85-2299.92
2060-06-30,85,ra,441338.49,441557.53,219.04,inflow,ra-Allocation for ra at age 85-219.04
2060-06-30,85,excess,389072.5,390002.5,930.0,inflow,excess-cpf_payout_85-930.00
2060-07-31,86,oa,82219.62,82438.66,219.04,inflow,oa-Allocation for oa at age 86-219.04
2060-07-31,86,ma,978783.39,981083.31,2299.92,inflow,ma-Allocation for ma at age 86-2299.92
2060-07-31,86,ra,441557.53,441776.57,219.04,inflow,ra-Allocation for ra at age 86-219.04
2060-07-31,86,excess,390002.5,390932.5,930.0,inflow,excess-cpf_payout_86-930.00
2060-08-31,86,oa,82438.66,82657.7,219.04,inflow,oa-Allocation for oa at age 86-219.04
2060-08-31,86,ma,981083.31,983383.23,2299.92,inflow,ma-Allocation for ma at age 86-2299.92
2060-08-31,86,ra,441776.57,441995.61,219.04,inflow,ra-Allocation for ra at age 86-219.04
2060-08-31,86,excess,390932.5,391862.5,930.0,inflow,excess-cpf_payout_86-930.00
2060-09-30,86,oa,82657.7,82876.74,219.04,inflow,oa-Allocation for oa at age 86-219.04
2060-09-30,86,ma,983383.23,985683.15,2299.92,inflow,ma-Allocation for ma at age 86-2299.92
2060-09-30,86,ra,441995.61,442214.65,219.04,inflow,ra-Allocation for ra at age 86-219.04
