date,age,account,old_balance,new_balance,amount,type,message
2036-09-30,62,ma,304491.41,306791.33,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-09-30,62,ra,310349.45,310568.49,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-10-31,62,oa,19048.26,19267.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-10-31,62,ma,306791.33,309091.25,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-10-31,62,ra,310568.49,310787.53,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-11-30,62,oa,19267.3,19486.34,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-11-30,62,ma,309091.25,311391.17,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-11-30,62,ra,310787.53,311006.57,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,62,oa,19486.34,19705.38,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-12-31,62,ma,311391.17,313691.09,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-12-31,62,ra,311006.57,311225.61,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,62,oa,19705.38,19771.06,65.68,inflow,oa-Interest for ra at age 62-65.68
2036-12-31,62,ma,313691.09,314736.73,1045.64,inflow,ma-Interest for ra at age 62-1045.64
2036-12-31,62,ra,311225.61,312263.03,1037.42,inflow,ra-Interest for ra at age 62-1037.42
2036-12-31,62,ra,312263.03,312313.03,50.0,inflow,ra-Extra Interest for ra at age 62-50.00
2037-01-31,62,oa,19771.06,19990.1,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-01-31,62,ma,314736.73,317036.65,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-01-31,62,ra,312313.03,312532.07,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-02-28,62,oa,19990.1,20209.14,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-02-28,62,ma,317036.65,319336.57,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-02-28,62,ra,312532.07,312751.11,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-03-31,62,oa,20209.14,20428.18,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-03-31,62,ma,319336.57,321636.49,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-03-31,62,ra,312751.11,312970.15,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-04-30,62,oa,20428.18,20647.22,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-04-30,62,ma,321636.49,323936.41,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-04-30,62,ra,312970.15,313189.19,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-05-31,62,oa,20647.22,20866.26,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-05-31,62,ma,323936.41,326236.33,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-05-31,62,ra,313189.19,313408.23,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-06-30,62,oa,20866.26,21085.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-06-30,62,ma,326236.33,328536.25,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-06-30,62,ra,313408.23,313627.27,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-07-31,63,oa,21085.3,21304.34,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-07-31,63,ma,328536.25,330836.17,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-07-31,63,ra,313627.27,313846.31,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-08-31,63,oa,21304.34,21523.38,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-08-31,63,ma,330836.17,333136.09,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-08-31,63,ra,313846.31,314065.35,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-09-30,63,oa,21523.38,21742.42,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-09-30,63,ma,333136.09,335436.01,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-09-30,63,ra,314065.35,314284.39,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-10-31,63,oa,21742.42,21961.46,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-10-31,63,ma,335436.01,337735.93,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-10-31,63,ra,314284.39,314503.43,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-11-30,63,oa,21961.46,22180.5,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-11-30,63,ma,337735.93,340035.85,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-11-30,63,ra,314503.43,314722.47,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,63,oa,22180.5,22399.54,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-12-31,63,ma,340035.85,342335.77,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-12-31,63,ra,314722.47,314941.51,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,63,oa,22399.54,22474.21,74.67,inflow,oa-Interest for ra at age 63-74.67
2037-12-31,63,ma,342335.77,343476.89,1141.12,inflow,ma-Interest for ra at age 63-1141.12
2037-12-31,63,ra,314941.51,315991.32,1049.81,inflow,ra-Interest for ra at age 63-1049.81
2037-12-31,63,ra,315991.32,316041.32,50.0,inflow,ra-Extra Interest for ra at age 63-50.00
2038-01-31,63,oa,22474.21,22693.25,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-01-31,63,ma,343476.89,345776.81,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-01-31,63,ra,316041.32,316260.36,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-02-28,63,oa,22693.25,22912.29,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-02-28,63,ma,345776.81,348076.73,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-02-28,63,ra,316260.36,316479.4,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-03-31,63,oa,22912.29,23131.33,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-03-31,63,ma,348076.73,350376.65,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-03-31,63,ra,316479.4,316698.44,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-04-30,63,oa,23131.33,23350.37,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-04-30,63,ma,350376.65,352676.57,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-04-30,63,ra,316698.44,316917.48,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-05-31,63,oa,23350.37,23569.41,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-05-31,63,ma,352676.57,354976.49,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-05-31,63,ra,316917.48,317136.52,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-06-30,63,oa,23569.41,23788.45,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-06-30,63,ma,354976.49,357276.41,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-06-30,63,ra,317136.52,317355.56,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-07-31,64,oa,23788.45,24007.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-07-31,64,ma,357276.41,359576.33,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-07-31,64,ra,317355.56,317574.6,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-08-31,64,oa,24007.49,24226.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-08-31,64,ma,359576.33,361876.25,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-08-31,64,ra,317574.6,317793.64,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-09-30,64,oa,24226.53,24445.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-09-30,64,ma,361876.25,364176.17,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-09-30,64,ra,317793.64,318012.68,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-10-31,64,oa,24445.57,24664.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-10-31,64,ma,364176.17,366476.09,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-10-31,64,ra,318012.68,318231.72,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-11-30,64,oa,24664.61,24883.65,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-11-30,64,ma,366476.09,368776.01,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-11-30,64,ra,318231.72,318450.76,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,64,oa,24883.65,25102.69,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-12-31,64,ma,368776.01,371075.93,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-12-31,64,ra,318450.76,318669.8,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,64,oa,25102.69,25186.37,83.68,inflow,oa-Interest for ra at age 64-83.68
2038-12-31,64,ma,371075.93,372312.85,1236.92,inflow,ma-Interest for ra at age 64-1236.92
2038-12-31,64,ra,318669.8,319732.03,1062.23,inflow,ra-Interest for ra at age 64-1062.23
2038-12-31,64,ra,319732.03,319782.03,50.0,inflow,ra-Extra Interest for ra at age 64-50.00
2039-01-31,64,oa,25186.37,25405.41,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-01-31,64,ma,372312.85,374612.77,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-01-31,64,ra,319782.03,320001.07,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-02-28,64,oa,25405.41,25624.45,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-02-28,64,ma,374612.77,376912.69,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-02-28,64,ra,320001.07,320220.11,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-03-31,64,oa,25624.45,25843.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-03-31,64,ma,376912.69,379212.61,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-03-31,64,ra,320220.11,320439.15,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-04-30,64,oa,25843.49,26062.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-04-30,64,ma,379212.61,381512.53,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-04-30,64,ra,320439.15,320658.19,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-05-31,64,oa,26062.53,26281.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-05-31,64,ma,381512.53,383812.45,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-05-31,64,ra,320658.19,320877.23,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-06-30,64,oa,26281.57,26500.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-06-30,64,ma,383812.45,386112.37,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-06-30,64,ra,320877.23,321096.27,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-07-31,65,oa,26500.61,26666.81,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-07-31,65,ma,386112.37,387854.56,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-07-31,65,ra,321096.27,321925.88,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-08-31,65,oa,26666.81,26833.01,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-08-31,65,ma,387854.56,389596.75,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-08-31,65,ra,321925.88,322755.49,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-09-30,65,oa,26833.01,26999.21,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-09-30,65,ma,389596.75,391338.94,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-09-30,65,ra,322755.49,323585.1,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-10-31,65,oa,26999.21,27165.41,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-10-31,65,ma,391338.94,393081.13,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-10-31,65,ra,323585.1,324414.71,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-11-30,65,oa,27165.41,27331.61,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-11-30,65,ma,393081.13,394823.32,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-11-30,65,ra,324414.71,325244.32,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-12-31,65,oa,27331.61,27497.81,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-12-31,65,ma,394823.32,396565.51,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-12-31,65,ra,325244.32,326073.93,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-12-31,65,oa,27497.81,27589.47,91.66,inflow,oa-Interest for ra at age 65-91.66
2039-12-31,65,ma,396565.51,397887.4,1321.89,inflow,ma-Interest for ra at age 65-1321.89
2039-12-31,65,ra,326073.93,327160.84,1086.91,inflow,ra-Interest for ra at age 65-1086.91
2039-12-31,65,ra,327160.84,327210.84,50.0,inflow,ra-Extra Interest for ra at age 65-50.00
2040-01-31,65,oa,27589.47,27755.67,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-01-31,65,ma,397887.4,399629.59,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-01-31,65,ra,327210.84,328040.45,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-02-29,65,oa,27755.67,27921.87,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-02-29,65,ma,399629.59,401371.78,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-02-29,65,ra,328040.45,328870.06,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-03-31,65,oa,27921.87,28088.07,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-03-31,65,ma,401371.78,403113.97,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-03-31,65,ra,328870.06,329699.67,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-04-30,65,oa,28088.07,28254.27,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-04-30,65,ma,403113.97,404856.16,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-04-30,65,ra,329699.67,330529.28,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-05-31,65,oa,28254.27,28420.47,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-05-31,65,ma,404856.16,406598.35,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-05-31,65,ra,330529.28,331358.89,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-06-30,65,oa,28420.47,28586.67,166.2,inflow,oa-Allocation for oa at age 65-166.20
2040-06-30,65,ma,406598.35,408340.54,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2040-06-30,65,ra,331358.89,332188.5,829.61,inflow,ra-Allocation for ra at age 65-829.61
2040-07-31,66,oa,28586.67,28752.87,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-07-31,66,ma,408340.54,410082.73,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-07-31,66,ra,332188.5,333018.11,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-08-31,66,oa,28752.87,28919.07,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-08-31,66,ma,410082.73,411824.92,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-08-31,66,ra,333018.11,333847.72,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-09-30,66,oa,28919.07,29085.27,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-09-30,66,ma,411824.92,413567.11,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-09-30,66,ra,333847.72,334677.33,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-10-31,66,oa,29085.27,29251.47,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-10-31,66,ma,413567.11,415309.3,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-10-31,66,ra,334677.33,335506.94,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-11-30,66,oa,29251.47,29417.67,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-11-30,66,ma,415309.3,417051.49,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-11-30,66,ra,335506.94,336336.55,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-12-31,66,oa,29417.67,29583.87,166.2,inflow,oa-Allocation for oa at age 66-166.20
2040-12-31,66,ma,417051.49,418793.68,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2040-12-31,66,ra,336336.55,337166.16,829.61,inflow,ra-Allocation for ra at age 66-829.61
2040-12-31,66,oa,29583.87,29682.48,98.61,inflow,oa-Interest for ra at age 66-98.61
2040-12-31,66,ma,418793.68,420189.66,1395.98,inflow,ma-Interest for ra at age 66-1395.98
2040-12-31,66,ra,337166.16,338290.05,1123.89,inflow,ra-Interest for ra at age 66-1123.89
2040-12-31,66,ra,338290.05,338340.05,50.0,inflow,ra-Extra Interest for ra at age 66-50.00
2041-01-31,66,oa,29682.48,29848.68,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-01-31,66,ma,420189.66,421931.85,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-01-31,66,ra,338340.05,339169.66,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-02-28,66,oa,29848.68,30014.88,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-02-28,66,ma,421931.85,423674.04,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-02-28,66,ra,339169.66,339999.27,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-03-31,66,oa,30014.88,30181.08,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-03-31,66,ma,423674.04,425416.23,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-03-31,66,ra,339999.27,340828.88,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-04-30,66,oa,30181.08,30347.28,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-04-30,66,ma,425416.23,427158.42,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-04-30,66,ra,340828.88,341658.49,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-05-31,66,oa,30347.28,30513.48,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-05-31,66,ma,427158.42,428900.61,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-05-31,66,ra,341658.49,342488.1,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-06-30,66,oa,30513.48,30679.68,166.2,inflow,oa-Allocation for oa at age 66-166.20
2041-06-30,66,ma,428900.61,430642.8,1742.19,inflow,ma-Allocation for ma at age 66-1742.19
2041-06-30,66,ra,342488.1,343317.71,829.61,inflow,ra-Allocation for ra at age 66-829.61
2041-07-31,67,oa,30679.68,30845.88,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-07-31,67,ma,430642.8,432384.99,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-07-31,67,ra,343317.71,344147.32,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-07-31,67,excess,177962.5,178892.5,930.0,inflow,excess-cpf_payout_67-930.00
2041-08-31,67,oa,30845.88,31012.08,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-08-31,67,ma,432384.99,434127.18,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-08-31,67,ra,344147.32,344976.93,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-08-31,67,excess,178892.5,179822.5,930.0,inflow,excess-cpf_payout_67-930.00
2041-09-30,67,oa,31012.08,31178.28,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-09-30,67,ma,434127.18,435869.37,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-09-30,67,ra,344976.93,345806.54,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-09-30,67,excess,179822.5,180752.5,930.0,inflow,excess-cpf_payout_67-930.00
2041-10-31,67,oa,31178.28,31344.48,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-10-31,67,ma,435869.37,437611.56,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-10-31,67,ra,345806.54,346636.15,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-10-31,67,excess,180752.5,181682.5,930.0,inflow,excess-cpf_payout_67-930.00
2041-11-30,67,oa,31344.48,31510.68,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-11-30,67,ma,437611.56,439353.75,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-11-30,67,ra,346636.15,347465.76,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-11-30,67,excess,181682.5,182612.5,930.0,inflow,excess-cpf_payout_67-930.00
2041-12-31,67,oa,31510.68,31676.88,166.2,inflow,oa-Allocation for oa at age 67-166.20
2041-12-31,67,ma,439353.75,441095.94,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2041-12-31,67,ra,347465.76,348295.37,829.61,inflow,ra-Allocation for ra at age 67-829.61
2041-12-31,67,oa,31676.88,31782.47,105.59,inflow,oa-Interest for ra at age 67-105.59
2041-12-31,67,ma,441095.94,442566.26,1470.32,inflow,ma-Interest for ra at age 67-1470.32
2041-12-31,67,ra,348295.37,349456.35,1160.98,inflow,ra-Interest for ra at age 67-1160.98
2041-12-31,67,ra,349456.35,349506.35,50.0,inflow,ra-Extra Interest for ra at age 67-50.00
2041-12-31,67,excess,182612.5,183542.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-01-31,67,oa,31782.47,31948.67,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-01-31,67,ma,442566.26,444308.45,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-01-31,67,ra,349506.35,350335.96,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-01-31,67,excess,183542.5,184472.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-02-28,67,oa,31948.67,32114.87,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-02-28,67,ma,444308.45,446050.64,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-02-28,67,ra,350335.96,351165.57,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-02-28,67,excess,184472.5,185402.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-03-31,67,oa,32114.87,32281.07,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-03-31,67,ma,446050.64,447792.83,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-03-31,67,ra,351165.57,351995.18,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-03-31,67,excess,185402.5,186332.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-04-30,67,oa,32281.07,32447.27,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-04-30,67,ma,447792.83,449535.02,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-04-30,67,ra,351995.18,352824.79,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-04-30,67,excess,186332.5,187262.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-05-31,67,oa,32447.27,32613.47,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-05-31,67,ma,449535.02,451277.21,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-05-31,67,ra,352824.79,353654.4,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-05-31,67,excess,187262.5,188192.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-06-30,67,oa,32613.47,32779.67,166.2,inflow,oa-Allocation for oa at age 67-166.20
2042-06-30,67,ma,451277.21,453019.4,1742.19,inflow,ma-Allocation for ma at age 67-1742.19
2042-06-30,67,ra,353654.4,354484.01,829.61,inflow,ra-Allocation for ra at age 67-829.61
2042-06-30,67,excess,188192.5,189122.5,930.0,inflow,excess-cpf_payout_67-930.00
2042-07-31,68,oa,32779.67,32945.87,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-07-31,68,ma,453019.4,454761.59,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-07-31,68,ra,354484.01,355313.62,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-07-31,68,excess,189122.5,190052.5,930.0,inflow,excess-cpf_payout_68-930.00
2042-08-31,68,oa,32945.87,33112.07,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-08-31,68,ma,454761.59,456503.78,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-08-31,68,ra,355313.62,356143.23,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-08-31,68,excess,190052.5,190982.5,930.0,inflow,excess-cpf_payout_68-930.00
2042-09-30,68,oa,33112.07,33278.27,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-09-30,68,ma,456503.78,458245.97,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-09-30,68,ra,356143.23,356972.84,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-09-30,68,excess,190982.5,191912.5,930.0,inflow,excess-cpf_payout_68-930.00
2042-10-31,68,oa,33278.27,33444.47,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-10-31,68,ma,458245.97,459988.16,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-10-31,68,ra,356972.84,357802.45,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-10-31,68,excess,191912.5,192842.5,930.0,inflow,excess-cpf_payout_68-930.00
2042-11-30,68,oa,33444.47,33610.67,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-11-30,68,ma,459988.16,461730.35,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-11-30,68,ra,357802.45,358632.06,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-11-30,68,excess,192842.5,193772.5,930.0,inflow,excess-cpf_payout_68-930.00
2042-12-31,68,oa,33610.67,33776.87,166.2,inflow,oa-Allocation for oa at age 68-166.20
2042-12-31,68,ma,461730.35,463472.54,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2042-12-31,68,ra,358632.06,359461.67,829.61,inflow,ra-Allocation for ra at age 68-829.61
2042-12-31,68,oa,33776.87,33889.46,112.59,inflow,oa-Interest for ra at age 68-112.59
2042-12-31,68,ma,463472.54,465017.45,1544.91,inflow,ma-Interest for ra at age 68-1544.91
2042-12-31,68,ra,359461.67,360659.88,1198.21,inflow,ra-Interest for ra at age 68-1198.21
2042-12-31,68,ra,360659.88,360709.88,50.0,inflow,ra-Extra Interest for ra at age 68-50.00
2042-12-31,68,excess,193772.5,194702.5,930.0,inflow,excess-cpf_payout_68-930.00
2043-01-31,68,oa,33889.46,34055.66,166.2,inflow,oa-Allocation for oa at age 68-166.20
2043-01-31,68,ma,465017.45,466759.64,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2043-01-31,68,ra,360709.88,361539.49,829.61,inflow,ra-Allocation for ra at age 68-829.61
2043-01-31,68,excess,194702.5,195632.5,930.0,inflow,excess-cpf_payout_68-930.00
2043-02-28,68,oa,34055.66,34221.86,166.2,inflow,oa-Allocation for oa at age 68-166.20
2043-02-28,68,ma,466759.64,468501.83,1742.19,inflow,ma-Allocation for ma at age 68-1742.19
2043-02-28,68,ra,361539.49,362369.1,829.61,inflow,ra-Allocation for ra at age 68-829.61
2043-02-28,68,excess,195632.5,196562.5,930.0,inflow,excess-cpf_payout_68-930.00
2043-03-31,68,oa,34221.86,34388.06,166.2,inflow,oa-Allocation for oa at age 68-166.20
